airport,date,size,mu
AZA_PHX_TUS,2020-05-20,4,14
AZA_PHX_TUS,2020-05-21,4,15
AZA_PHX_TUS,2020-05-22,6,21
AZA_PHX_TUS,2020-05-23,3,21
AZA_PHX_TUS,2020-05-24,4,13
AZA_PHX_TUS,2020-05-25,3,13
AZA_PHX_TUS,2020-05-26,4,14
AZA_PHX_TUS,2020-05-27,5,17
AZA_PHX_TUS,2020-05-28,4,20
AZA_PHX_TUS,2020-05-29,6,18
AZA_PHX_TUS,2020-05-30,7,13
AZA_PHX_TUS,2020-05-31,4,18
AZA_PHX_TUS,2020-06-01,4,17
AZA_PHX_TUS,2020-06-02,5,16
AZA_PHX_TUS,2020-06-03,5,17
AZA_PHX_TUS,2020-06-04,6,16
AZA_PHX_TUS,2020-06-05,4,19
AZA_PHX_TUS,2020-06-06,5,18
AZA_PHX_TUS,2020-06-07,3,13
AZA_PHX_TUS,2020-06-08,6,10
AZA_PHX_TUS,2020-06-09,3,19
AZA_PHX_TUS,2020-06-10,3,21
AZA_PHX_TUS,2020-06-11,4,13
AZA_PHX_TUS,2020-06-12,4,17
AZA_PHX_TUS,2020-06-13,4,16
AZA_PHX_TUS,2020-06-14,4,22
AZA_PHX_TUS,2020-06-15,4,14
AZA_PHX_TUS,2020-06-16,6,15
AZA_PHX_TUS,2020-06-17,3,16
AZA_PHX_TUS,2020-06-18,4,24
AZA_PHX_TUS,2020-06-19,5,14
AZA_PHX_TUS,2020-06-20,5,18
AZA_PHX_TUS,2020-06-21,5,17
AZA_PHX_TUS,2020-06-22,8,19
AZA_PHX_TUS,2020-06-23,3,23
AZA_PHX_TUS,2020-06-24,4,19
AZA_PHX_TUS,2020-06-25,5,17
AZA_PHX_TUS,2020-06-26,5,10
AZA_PHX_TUS,2020-06-27,5,17
AZA_PHX_TUS,2020-06-28,4,13
AZA_PHX_TUS,2020-06-29,5,17
AZA_PHX_TUS,2020-06-30,4,20
AZA_PHX_TUS,2020-07-01,6,23
AZA_PHX_TUS,2020-07-02,3,12
AZA_PHX_TUS,2020-07-03,5,15
AZA_PHX_TUS,2020-07-04,4,23
AZA_PHX_TUS,2020-07-05,6,18
AZA_PHX_TUS,2020-07-06,5,17
AZA_PHX_TUS,2020-07-07,5,15
AZA_PHX_TUS,2020-07-08,3,23
AZA_PHX_TUS,2020-07-09,4,11
AZA_PHX_TUS,2020-07-10,4,14
AZA_PHX_TUS,2020-07-11,3,12
AZA_PHX_TUS,2020-07-12,4,11
AZA_PHX_TUS,2020-07-13,6,19
AZA_PHX_TUS,2020-07-14,5,11
AZA_PHX_TUS,2020-07-15,3,1
AZA_PHX_TUS,2020-07-16,8,20
AZA_PHX_TUS,2020-07-17,5,22
AZA_PHX_TUS,2020-07-18,3,19
AZA_PHX_TUS,2020-07-19,4,15
AZA_PHX_TUS,2020-07-20,5,19
AZA_PHX_TUS,2020-07-21,6,16
AZA_PHX_TUS,2020-07-22,4,20
AZA_PHX_TUS,2020-07-23,4,21
AZA_PHX_TUS,2020-07-24,4,11
AZA_PHX_TUS,2020-07-25,4,21
AZA_PHX_TUS,2020-07-26,4,24
AZA_PHX_TUS,2020-07-27,3,10
AZA_PHX_TUS,2020-07-28,8,9
AZA_PHX_TUS,2020-07-29,4,18
AZA_PHX_TUS,2020-07-30,6,20
AZA_PHX_TUS,2020-07-31,4,16
AZA_PHX_TUS,2020-08-01,5,15
AZA_PHX_TUS,2020-08-02,7,16
AZA_PHX_TUS,2020-08-03,4,15
AZA_PHX_TUS,2020-08-04,4,19
AZA_PHX_TUS,2020-08-05,4,15
AZA_PHX_TUS,2020-08-06,5,21
AZA_PHX_TUS,2020-08-07,3,12
AZA_PHX_TUS,2020-08-08,3,13
AZA_PHX_TUS,2020-08-09,4,15
AZA_PHX_TUS,2020-08-10,5,21
AZA_PHX_TUS,2020-08-11,5,13
AZA_PHX_TUS,2020-08-12,5,18
AZA_PHX_TUS,2020-08-13,4,16
AZA_PHX_TUS,2020-08-14,6,16
AZA_PHX_TUS,2020-08-15,4,22
AZA_PHX_TUS,2020-08-16,3,16
AZA_PHX_TUS,2020-08-17,3,9
AZA_PHX_TUS,2020-08-18,3,17
AZA_PHX_TUS,2020-08-19,4,12
AZA_PHX_TUS,2020-08-20,6,16
AZA_PHX_TUS,2020-08-21,5,17
AZA_PHX_TUS,2020-08-22,8,19
AZA_PHX_TUS,2020-08-23,5,14
AZA_PHX_TUS,2020-08-24,5,17
AZA_PHX_TUS,2020-08-25,4,17
AZA_PHX_TUS,2020-08-26,4,17
AZA_PHX_TUS,2020-08-27,4,9
AZA_PHX_TUS,2020-08-28,5,11
AZA_PHX_TUS,2020-08-29,5,14
AZA_PHX_TUS,2020-08-30,5,9
AZA_PHX_TUS,2020-08-31,7,10
AZA_PHX_TUS,2020-09-01,3,14
AZA_PHX_TUS,2020-09-02,6,16
AZA_PHX_TUS,2020-09-03,4,24
AZA_PHX_TUS,2020-09-04,4,17
AZA_PHX_TUS,2020-09-05,4,11
AZA_PHX_TUS,2020-09-06,4,12
AZA_PHX_TUS,2020-09-07,5,17
AZA_PHX_TUS,2020-09-08,6,16
AZA_PHX_TUS,2020-09-09,7,25
AZA_PHX_TUS,2020-09-10,4,15
AZA_PHX_TUS,2020-09-11,3,11
AZA_PHX_TUS,2020-09-12,5,16
AZA_PHX_TUS,2020-09-13,6,19
AZA_PHX_TUS,2020-09-14,6,19
AZA_PHX_TUS,2020-09-15,5,16
AZA_PHX_TUS,2020-09-16,4,16
AZA_PHX_TUS,2020-09-17,5,16
AZA_PHX_TUS,2020-09-18,4,17
AZA_PHX_TUS,2020-09-19,5,23
AZA_PHX_TUS,2020-09-20,4,19
AZA_PHX_TUS,2020-09-21,4,20
AZA_PHX_TUS,2020-09-22,6,15
AZA_PHX_TUS,2020-09-23,5,13
AZA_PHX_TUS,2020-09-24,5,16
AZA_PHX_TUS,2020-09-25,5,17
AZA_PHX_TUS,2020-09-26,5,18
AZA_PHX_TUS,2020-09-27,5,20
AZA_PHX_TUS,2020-09-28,4,17
AZA_PHX_TUS,2020-09-29,6,17
AZA_PHX_TUS,2020-09-30,3,17
AZA_PHX_TUS,2020-10-01,5,13
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-01,14,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-02,12,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-03,12,44
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-04,11,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-05,10,30
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-06,10,33
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-07,8,35
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-08,9,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-09,10,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-10,11,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-11,12,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-12,14,50
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-13,18,47
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-14,14,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-15,12,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-16,13,34
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-17,10,45
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-18,12,44
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-19,11,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-20,8,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-21,10,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-22,8,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-23,12,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-24,15,45
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-25,10,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-26,11,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-27,12,55
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-28,10,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-29,10,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-30,9,27
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-01-31,11,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-01,10,35
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-02,9,50
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-03,16,33
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-04,10,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-05,10,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-06,10,24
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-07,12,28
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-08,11,34
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-09,9,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-10,11,27
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-11,10,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-12,12,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-13,10,49
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-14,14,50
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-15,11,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-16,8,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-17,12,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-18,11,34
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-19,12,25
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-20,9,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-21,13,44
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-22,14,45
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-23,11,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-24,11,46
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-25,9,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-26,9,48
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-27,10,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-28,12,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-02-29,12,26
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-01,9,30
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-02,10,34
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-03,8,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-04,9,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-05,9,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-06,9,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-07,9,46
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-08,9,33
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-09,11,30
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-10,13,46
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-11,8,44
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-12,10,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-13,9,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-14,10,51
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-15,12,28
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-16,10,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-17,10,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-18,12,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-19,10,22
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-20,9,32
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-21,12,50
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-22,10,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-23,15,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-24,10,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-25,9,35
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-26,9,52
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-27,11,35
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-28,8,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-29,10,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-30,11,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-03-31,14,47
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-01,12,32
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-02,12,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-03,11,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-04,13,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-05,9,31
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-06,13,33
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-07,9,49
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-08,9,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-09,10,33
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-10,12,27
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-11,10,32
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-12,12,45
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-13,12,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-14,12,35
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-15,11,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-16,13,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-17,11,27
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-18,10,33
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-19,9,26
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-20,16,49
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-21,10,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-22,11,47
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-23,12,31
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-24,14,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-25,13,45
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-26,13,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-27,12,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-28,8,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-29,9,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-04-30,8,32
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-01,12,28
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-02,12,35
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-03,10,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-04,12,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-05,12,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-06,9,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-07,10,32
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-08,9,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-09,8,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-10,12,35
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-11,10,34
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-12,10,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-13,13,30
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-14,12,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-15,10,32
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-16,13,35
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-17,14,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-18,9,32
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-19,11,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-20,8,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-21,13,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-22,13,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-23,10,49
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-24,11,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-25,11,33
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-26,7,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-27,10,30
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-28,8,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-29,11,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-30,10,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-05-31,11,32
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-01,14,44
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-02,11,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-03,13,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-04,12,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-05,14,35
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-06,12,46
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-07,11,34
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-08,11,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-09,10,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-10,12,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-11,11,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-12,10,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-13,10,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-14,16,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-15,9,35
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-16,10,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-17,13,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-18,10,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-19,17,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-20,13,31
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-21,16,23
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-22,10,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-23,9,44
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-24,12,45
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-25,8,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-26,12,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-27,8,30
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-28,9,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-29,13,33
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-06-30,13,32
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-01,11,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-02,9,46
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-03,11,44
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-04,10,32
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-05,11,50
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-06,8,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-07,9,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-08,15,51
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-09,11,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-10,9,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-11,11,49
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-12,7,30
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-13,17,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-14,11,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-15,10,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-16,13,44
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-17,10,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-18,9,46
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-19,11,35
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-20,11,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-21,12,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-22,10,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-23,12,30
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-24,9,32
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-25,10,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-26,10,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-27,9,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-28,12,35
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-29,11,33
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-30,9,30
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-07-31,9,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-01,15,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-02,10,45
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-03,9,33
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-04,14,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-05,14,45
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-06,11,49
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-07,12,33
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-08,14,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-09,7,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-10,8,45
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-11,13,45
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-12,10,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-13,9,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-14,10,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-15,9,44
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-16,14,52
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-17,7,34
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-18,9,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-19,10,29
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-20,10,29
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-21,9,44
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-22,13,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-23,10,44
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-24,11,51
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-25,13,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-26,11,25
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-27,8,44
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-28,10,42
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-29,11,35
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-30,9,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-08-31,10,45
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-01,10,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-02,9,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-03,11,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-04,12,51
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-05,11,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-06,9,33
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-07,8,32
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-08,9,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-09,11,32
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-10,8,48
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-11,13,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-12,11,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-13,14,37
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-14,12,36
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-15,11,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-16,9,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-17,11,39
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-18,10,43
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-19,14,26
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-20,12,41
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-21,12,34
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-22,11,51
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-23,11,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-24,12,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-25,8,31
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-26,11,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-27,7,40
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-28,10,34
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-29,11,47
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-09-30,11,38
BUR_LAX_LGB_ONT_PSP_SAN_SNA,2020-10-01,13,41
OAK_SFO_SJC_SMF,2020-01-01,7,19
OAK_SFO_SJC_SMF,2020-01-02,7,23
OAK_SFO_SJC_SMF,2020-01-03,6,29
OAK_SFO_SJC_SMF,2020-01-04,8,25
OAK_SFO_SJC_SMF,2020-01-05,5,14
